id,created_at,text,location
1083150550126993408,2019-01-09 23:56:29,CIBC has stated this is a done deal that the bank will close in August. Officials from CIBC will be in the community in March.,Earth
1083150034491920384,2019-01-09 23:54:26,"I'm in #TerraceBay tonight, town is having residents come in and discuss the closure of the #CIBC which was announc… https://t.co/Yx2MIxeak7",Earth
1083149198126649344,2019-01-09 23:51:07,"RT @theHallowedgold: $APHA EOD Net house.  Much like $WEED this looks beautiful to me.  CIBC and Anonymous buying big, sellers are three Ca…",Worldwide
1083149185531199488,2019-01-09 23:51:04,"RT @theHallowedgold: $WEED $CGC EOD Net house.  This one is a beauty.  Anon and CIBC buying, Big 3 other CDN banks selling.   This turn aro…",Worldwide
1083148887320195072,2019-01-09 23:49:53,RT @nationalpost: Mortgage growth will be flat or in low-single digits for 'foreseeable future': CIBC CEO https://t.co/KJMeultju4 https://t…,Retweets are not endorsements. Opinions are my own :)
1083148329578520576,2019-01-09 23:47:40,@APompliano CIBC flat out told me to find another bank because they don't give credit cards to people who never had… https://t.co/NkUz3mPa14,
1083147563019190272,2019-01-09 23:44:37,RT @NoFossilBanks: #FossilBanks too are supporting @TransCanada's #CoastalGasLink: @BMO @jpmorgan @scotiabank @cibc @DeutscheBank @HSBC @RB…,"Milano, Lombardia"
1083147471310675968,2019-01-09 23:44:15,"$APHA EOD Net house.  Much like $WEED this looks beautiful to me.  CIBC and Anonymous buying big, sellers are three… https://t.co/YlzmlGDWDH",
1083147155068592128,2019-01-09 23:43:00,"RT @theHallowedgold: $WEED $CGC EOD Net house.  This one is a beauty.  Anon and CIBC buying, Big 3 other CDN banks selling.   This turn aro…",
1083146659813457920,2019-01-09 23:41:02,"RT @theHallowedgold: $WEED $CGC EOD Net house.  This one is a beauty.  Anon and CIBC buying, Big 3 other CDN banks selling.   This turn aro…",Canada
1083146538459619329,2019-01-09 23:40:33,"$WEED $CGC EOD Net house.  This one is a beauty.  Anon and CIBC buying, Big 3 other CDN banks selling.   This turn… https://t.co/V8eOZjLY8O",
1083145655667884032,2019-01-09 23:37:02,RT @BobLigertwood: @cibc what a funny thing to say. in 2012 at 92 yrs. Pauline was waiting for someone to come to her from @CIBC regarding…,"Edmonton, Alberta"
1083145423575891968,2019-01-09 23:36:07,@cibc what a funny thing to say. in 2012 at 92 yrs. Pauline was waiting for someone to come to her from @CIBC regar… https://t.co/GYFeZ7YCyf,"Edmonton, Alberta"
1083144358151385088,2019-01-09 23:31:53,what a funny thing to say. in 2012 at 92 yrs. Pauline was looking for someone to come to her from @CIBC regarding t… https://t.co/CRY4YXX9Sc,"Edmonton, Alberta"
1083143618259410944,2019-01-09 23:28:57,Mortgage growth will be low or flat this year: CIBC CEO - https://t.co/eZ91u2KILo #Flipping4Profit #preigCanada,Toronto-Ontario Canada
1083137314426109952,2019-01-09 23:03:54,"So... @cibc shows me an offer (one I'm actually interested in taking) but after about 3 logins, I can't just ""snooz… https://t.co/MEyeKAiLCG","Bath, England"
1083137158154731520,2019-01-09 23:03:16,Shoutout to @cibc for their sponsorship towards our annual dairy trip! #QCdairytrip2019 https://t.co/R6rmpEuNNv,"Guelph, Ontario"
1083131938771226625,2019-01-09 22:42:32,"RT @ChicagolandCmbr: Applications are now open for the $50,000 #TyreeAward. The Chamber, @MesirowFin &amp; @cibc present the award to a small,…",Chicago
1083131529272930306,2019-01-09 22:40:54,"Applications are now open for the $50,000 #TyreeAward. The Chamber, @MesirowFin &amp; @cibc present the award to a smal… https://t.co/WuEcB9jauU","Chicago, Illinois"
1083130030002262017,2019-01-09 22:34:57,"Analyst, Agile Digital Sales: CIBC (Toronto, ON): ""social and owned channels. Leveraging the cross-functional team,… https://t.co/gvY0Mqz2Ni","Toronto, Canada"
1083128783979364352,2019-01-09 22:30:00,CIBC CEO expects flat to low-single digit mortgage growth this year: https://t.co/nuRyj2Czx5 via @cdnbiz #CIBC #Canada #RealEstate,"Kitchener, Ontario"
1083126668431106055,2019-01-09 22:21:35,CIBC Initiates Coverage on CarGurus $CARG https://t.co/kMcXlgYBfx #stocks,"Sioux Falls, SD"
1083126663993610240,2019-01-09 22:21:34,Wendys $WEN Lifted to “Outperform” at CIBC https://t.co/8qAmq7m8A3 #stocks,"Sioux Falls, SD"
1083125032283324417,2019-01-09 22:15:05,A new CIBC poll finds paying down debt is the number 1 financial priority for Canadians heading into 2019; the nint… https://t.co/gxy5Rcc9DM,"Vancouver, British Columbia"
1083124547002478593,2019-01-09 22:13:10,CIBC Upgrades Wendys $WEN to “Outperform” https://t.co/7sOx8TYFmn,
1083124542401400834,2019-01-09 22:13:09,CarGurus $CARG Coverage Initiated by Analysts at CIBC https://t.co/PHA00rQchY,United States
1083124540081885184,2019-01-09 22:13:08,CarGurus $CARG Coverage Initiated by Analysts at CIBC  https://t.co/I1H61WrRqc,United States
1083124374893486080,2019-01-09 22:12:29,CarGurus $CARG Now Covered by Analysts at CIBC https://t.co/UiFMObYzFe,"Florida, USA"
1083121624725909505,2019-01-09 22:01:33,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/K3yTccQNs7,Mississauga
1083119607421042688,2019-01-09 21:53:32,Mortgage growth will be flat or in low-single digits for ‘foreseeable future’: CIBC CEO | Financial Post https://t.co/AOdq9ivAZK,"ÜT: 43.654876,-79.377772"
1083114381699960833,2019-01-09 21:32:46,"Skip Trace Agent: CIBC (Vancouver, BC): ""social media platforms, phone directories, and bank systems to gather as m… https://t.co/TdIMW99S0E",Vancouver BC
1083110579496275982,2019-01-09 21:17:40,"RT @RaptorsDevotee: I'm teaming up with CIBC later this month for two first time homebuyer advice seminars, one located at Yonge/York Mills…",Toronto & Never Never Land
1083110508163608576,2019-01-09 21:17:23,"Proud to be working with another great, market leading company!
CIBC Innovation Banking invests in Ruby Receptionis… https://t.co/7qdWJVxm2s","Toronto, Ontario"
1083110171977515009,2019-01-09 21:16:02,Wendy&amp;#39;s Co/The  Upgrade by CIBC Oppenheimer (Ranked 58th) to Outperform with $20PT $WEN #WEN https://t.co/vBH8lU3Tr5,
1083110167741255681,2019-01-09 21:16:01,Cargurus Inc  Initiated Coverage by CIBC Oppenheimer (Ranked 58th) to Outperform with $42PT $CARG #CARG https://t.co/yAcpparPI0,
1083109540177068038,2019-01-09 21:13:32,Other than Joshua Tree... we saw all of these spots but stayed in a private VRBO home. We also did Bombay Beach and… https://t.co/hRgeN59zxt,Toronto and the WORLD
1083109199465328640,2019-01-09 21:12:11,"RT @RaptorsDevotee: I'm teaming up with CIBC later this month for two first time homebuyer advice seminars, one located at Yonge/York Mills…","Toronto, Canada"
1083108989884424192,2019-01-09 21:11:21,@jess_cor Hi there! Please send me a DM with further details about your experience. I am happy to forward this matt… https://t.co/uYyKVwdNRu,Canada
1083108781951639552,2019-01-09 21:10:31,"I'm teaming up with CIBC later this month for two first time homebuyer advice seminars, one located at Yonge/York M… https://t.co/D5LLhbDgwX",GTA
1083108612795293696,2019-01-09 21:09:51,"I'm teaming up with CIBC later this month for two first time homebuyer advice seminars, one located at Yonge/York M… https://t.co/xCu5aByfXv",Toronto
1083106018614116352,2019-01-09 20:59:32,.@Exari named a CLM Leader in The @Forrester Wave  https://t.co/954X7sO9yF @CIBC Innovation Banking #Boston #growthcapital,"ÜT: 43.6508659,-79.380442"
1083105400214380544,2019-01-09 20:57:05,What themes will our #InvestmentTeam be following as we head into #2019? Find out in the latest edition of the Fina… https://t.co/uqZjh7RnTq,"Atlanta, GA"
1083104953369997312,2019-01-09 20:55:18,.@Expensify and TripActions Announce Strategic Partnership https://t.co/xWS6SZpfFW @CIBC Innovation Banking @OpenViewVenture #growthcapital,"ÜT: 43.6508659,-79.380442"
1083104403593326593,2019-01-09 20:53:07,No wonder Canadians can't afford homes if penguins are taking up all the space! https://t.co/XhVfUgQSly,Canada
1083104302137331742,2019-01-09 20:52:43,"@JKerby_88 Hi, I can confirm that the chat icon appears to be available at this moment. It is also on the ""Interac… https://t.co/c978CtLbDj",Canada
1083104202220425216,2019-01-09 20:52:19,"RT @dbcurren: CIBC: even 1 more #BOC hike would be negative for the front end of #yieldcurve, and along with an oil price recovery, allow f…",Canada
1083103348373491712,2019-01-09 20:48:55,"@SimpliiFin hi there, I've just rolled up a bunch of my loose change and would like to deposit it. The nearby CIBC… https://t.co/dfVrlN1M29",Toronto via Elmvale
1083102403048673280,2019-01-09 20:45:10,@cibc so really I wait my turn - on hold for long periods of time and then request to move onto the survey -only to… https://t.co/G1vLAmjZcW,
1083100856814206977,2019-01-09 20:39:01,@cibc I know I clicked on online banking,"St. Albert, Alberta"
1083100746873257986,2019-01-09 20:38:35,"@JKerby_88 Hi again! The chat option is only accessible through Online, and not Mobile Banking at this time.  The i… https://t.co/72PVZiVh0G",Canada
1083098437736898560,2019-01-09 20:29:25,"BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse | Financial... https://t.co/tug2dYdnkf #cannabis",United States
1083098413841801216,2019-01-09 20:29:19,@cibc I don’t see chat option,"St. Albert, Alberta"
1083097628890415109,2019-01-09 20:26:12,@cibc I’m tried Visa Check Out &amp; I’m using autofill on my iPhone,"St. Albert, Alberta"
1083097508916674560,2019-01-09 20:25:43,@JKerby_88 Hi there! Please ensure that the information you enter on the merchant website matches exactly with what… https://t.co/VOjbuyTGQV,Canada
1083094686452146177,2019-01-09 20:14:30,#Mortgage growth will be flat for ‘foreseeable future’ | @FinancialPost https://t.co/hD3ML0vv6x #CanadianRealEstate https://t.co/KLtL3W594Y,Toronto Ontario Canada
1083094351436103680,2019-01-09 20:13:10,"@cibc I gotta ask. Am I the only 1 who thinks the opening 2 seconds, the one penguin has been shot &amp; is bleeding? E… https://t.co/gHOh1JDNyT",Canada
1083092603325669376,2019-01-09 20:06:14,@cibc Hello @cibc,"St. Albert, Alberta"
1083091372385677312,2019-01-09 20:01:20,"CIBC FirstCaribbean's Online and Mobile Banking let you pay bills, check your rewards, transfer funds and more!… https://t.co/9UHJ6FSrb8",Jamaica
1083091372071178241,2019-01-09 20:01:20,"CIBC FirstCaribbean's Online and Mobile Banking let you pay bills, check your rewards, transfer funds and more!… https://t.co/T7Xxh524qR",Barbados
1083091203036459017,2019-01-09 20:00:40,Mortgage growth will be flat or in low-single digits for ‘foreseeable future’: CIBC CEO https://t.co/QhrxmsYQpL,
1083090981140914176,2019-01-09 19:59:47,@cibc Hello @NHL_Shop,"St. Albert, Alberta"
1083090386233503748,2019-01-09 19:57:25,"@the_xaqerie Hi Xaqerie! Are you having trouble accessing Online Banking? If so, you can try to reset your password… https://t.co/0nYS6SSMgZ",Canada
1083089618327617536,2019-01-09 19:54:22,@cibc Can’t you please help now I am unable to call you at this time,"St. Albert, Alberta"
1083089420268564481,2019-01-09 19:53:35,"We are pleased to announce, @CIBC Innovation Banking has provided debt financing for @callruby in support of their… https://t.co/MpVDxgx4EM","Toronto, Ontario"
1083089417911320576,2019-01-09 19:53:34,"@JKerby_88 Hi there, please give us a call at 1-800-465-2422 and we'll be happy to look into this for you :). ^Nida",Canada
1083088527322173441,2019-01-09 19:50:02,"RT @dbcurren: CIBC: even 1 more #BOC hike would be negative for the front end of #yieldcurve, and along with an oil price recovery, allow f…",
1083088292009164800,2019-01-09 19:49:06,"CIBC: even 1 more #BOC hike would be negative for the front end of #yieldcurve, and along with an oil price recover… https://t.co/3b61ixPwKG",Toronto
1083087399809413122,2019-01-09 19:45:33,BOC statement was more hawkish than market priced - CIBC https://t.co/XLyMpWDoIL,"California, USA"
1083086880504131584,2019-01-09 19:43:29,.@CIBC Innovation Banking provides debt financing to Ruby Receptionists https://t.co/d8pzNedntr @callruby… https://t.co/E2MHDIARWf,"ÜT: 43.6508659,-79.380442"
1083086855783006208,2019-01-09 19:43:23,Hey @cibc - do you have a work around for people that get locked out of their account that also live in a remote lo… https://t.co/xAYa3d9QJh,
1083086535178633216,2019-01-09 19:42:07,@adidashockey my visa debit card (CIBC) was declined on the NHL SHOP website why?,"St. Albert, Alberta"
1083086396108226562,2019-01-09 19:41:34,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","Chicago, Illinois  "
1083085293803241472,2019-01-09 19:37:11,"CIBC rеwаrdѕ CIBC rеwаrdѕ:
CIBC оffеrѕ оvеr 20 саrdѕ guаrаntееіng you will fіnd https://t.co/fWh8z3uW9b #financial https://t.co/ceBKR4yTa0",Web
1083085152333455360,2019-01-09 19:36:37,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/551Ma5L28o,
1083084928797929472,2019-01-09 19:35:44,"@Flynn95 Interesting perspectives from both sides here!

https://t.co/aI49K2nIxY",
1083084752306036738,2019-01-09 19:35:02,"CIBC: #FOMC members walked a fine line last meeting, raising rates at a time when US #stock indexes were plunging.… https://t.co/yJeC2i6reH",Toronto
1083084650434650112,2019-01-09 19:34:38,@cibc @VisaCA https://t.co/3GOZuvuXOu,"St. Albert, Alberta"
1083084165010972672,2019-01-09 19:32:42,"RT @dorkdragoon: Dear @cibc ,

I don't really know much about your company, but your advertisement with the penguins was enjoyable to watch…","California, USA"
1083083169862012928,2019-01-09 19:28:45,@NHL_Shop my visa debit card was declined on your site why @cibc,"St. Albert, Alberta"
1083083133824786433,2019-01-09 19:28:36,@JesseBarfield29 I might be imagining this - but do you remember CIBC putting out posters of the Jays in the late 8… https://t.co/nwJB0mFyrd,
1083082209106583553,2019-01-09 19:24:56,"RT @jfberke: BMO and CIBC provided an $80 million loan to PharmHouse, a joint venture owned in part by Canopy Rivers. It's a sign that Cana…","Washington, DC"
1083082048183644161,2019-01-09 19:24:17,"BMO and CIBC provided an $80 million loan to PharmHouse, a joint venture owned in part by Canopy Rivers. It's a sig… https://t.co/4GAPLOAcCY","Brooklyn, NY"
1083081582640979968,2019-01-09 19:22:26,BOC statement was more hawkish than market priced - CIBC - https://t.co/sPz0p9ZZWq,Australia
1083081292210753538,2019-01-09 19:21:17,Bonavista Energy (BNP) PT Lowered to C$1.55 at CIBC  https://t.co/KXITtq6kxS,
1083080614239240192,2019-01-09 19:18:35,BOC statement was more hawkish than market priced - CIBC https://t.co/Occ5ATF4gT,Worldwide
1083077440098967552,2019-01-09 19:05:58,RT @TanyavanB: .@cibc Avery Shenfeld reinforces the degree to which the #economy is changing and leaning to #technology. The #futureofwork…,Canada
1083076202871640066,2019-01-09 19:01:04,"@st0ckm0nster @Questrade Happens with all of them. Last day of October, a Friday no less, CIBC Investor's Edge was… https://t.co/Yn4lPtWnyw",Toronto
1083076070075760646,2019-01-09 19:00:32,"@elindependiente @HHistoriaSV Para comenzar:
¿Cómo sabe que es Interac?
Podria ser tarjeta de regalo o prepagada
¿H… https://t.co/BOaVqMqtmd",
1083075499444834304,2019-01-09 18:58:16,Conseiller financier principal (spécialiste principal en services financiers au Québec) - Urban - IIROC/AMF: CIBC (… https://t.co/PPoR4Rd2Gv,Canada
1083074813340467200,2019-01-09 18:55:32,RT @CMPmagazine: The head of Canadian Imperial Bank of Commerce (CIBC) said that the country’s mortgage industry will plateau in the near-t…,"Ajax, Ontario"
1083071417086853128,2019-01-09 18:42:02,"Poll says #Canadians are unsure about #RRSPs ..  and don't ask!  Let's talk #RRSPseason brad.cohen@f55f.com 
https://t.co/xMlvjcEGiR",
1083069348925841408,2019-01-09 18:33:49,"@kdmadan Hi again, Karan! The social media team doesn't have access to your account through Twitter. For further as… https://t.co/wyfcO0cGIu",Canada
1083068479245307904,2019-01-09 18:30:22,Our card security controls allow you to receive an in-app notification as soon as a transaction is made using your… https://t.co/vsPR89GMnI,Jamaica
1083068474996543488,2019-01-09 18:30:21,Our card security controls allow you to receive an in-app notification as soon as a transaction is made using your… https://t.co/1FFEeVHUz7,Barbados
1083068222365200389,2019-01-09 18:29:21,"@ginaemily_ Hi there, thanks for sharing your feedback! We're happy to know that you're happy :). If you ever need… https://t.co/R9rSHQI0aZ",Canada
1083067678305198081,2019-01-09 18:27:11,"@cibc Okay. I will be clear, I never wanted it. It doesn't make sense that for a CAD 7 overlimit, I had to pay CAD… https://t.co/PYG6ZauVtw","Toronto, Ontario"
1083066885447577600,2019-01-09 18:24:02,CAD: BoC Taken Itself Out Of Hike Game But Statement Was More Hawkish Than Market Priced - CIBC - https://t.co/29WTAMLdji,"Boston, MA"
1083066763166679040,2019-01-09 18:23:33,"@APompliano Pretty all Canadian banks, they block your account if u r buying crypto @RBC @TDBank_US @cibc @scotiabank",Moon
1083066700084506626,2019-01-09 18:23:18,"@jillmacintyre i love my cibc advantage visa—they have great customer service, free accounts for students, and it g… https://t.co/F1mTq2AS9e",K’jipuktuk
1083065759046103040,2019-01-09 18:19:34,Mortgage growth will be flat or in low-single digits for ‘foreseeable future’: CIBC CEO https://t.co/DEw9pZMdqq via… https://t.co/5MMblaknP8,"Bay Street, Toronto"
1083064630090625027,2019-01-09 18:15:04,"Mortgage growth will be low or flat this year: CIBC, CBC: https://t.co/7AoKUWV0zT #realestate",Canada
1083063247173935105,2019-01-09 18:09:35,Your home is a valuable asset. Use your equity to help pay for major purchases and get more financial flexibility.… https://t.co/3KY9uP2zbk,"Winnipeg, Manitoba"
1083062618238070785,2019-01-09 18:07:05,Breaking news CIBC Innovation Banking invests in Ruby Receptionists https://t.co/8WncfH3AUY https://t.co/2fx3PwWPlH,
1083061053083262983,2019-01-09 18:00:52,"CIBC FirstCaribbean's Online and Mobile Banking let you pay bills, check your rewards, transfer funds and more!… https://t.co/eWotSbVhEJ",Bahamas
1083060971474690051,2019-01-09 18:00:32,"CIBC FirstCaribbean's Online and Mobile Banking let you pay bills, check your rewards, transfer funds and more!… https://t.co/UZ6oDwxOUT",The Caribbean
1083060391427665920,2019-01-09 17:58:14,Hypothèques: la CIBC s'attend à un ralentissement | Immobilier https://t.co/e8kX0Zaf2A,"Thetford Mines, Québec"
1083058051320406016,2019-01-09 17:48:56,"RT @MortgageProsCan: Rereading what he said in his speech to our National Mortgage Conference in October, CIBC's Benjamin Tal sure seems to…",Edmonton
1083058022027411456,2019-01-09 17:48:49,Mortgage growth to be flat to low-single digit in 2019: CIBC's Dodig https://t.co/M4Qhnz7DzU,Canada
1083057359109476352,2019-01-09 17:46:11,CIBC head sees flat mortgage growth in the foreseeable future https://t.co/Xq5p12oCF4,
1083054745151913989,2019-01-09 17:35:48,CIBC head sees flat mortgage growth in the foreseeable future https://t.co/KILum0Y2N3,"Toronto, Ontario"
1083053702070468609,2019-01-09 17:31:39,@DayZero5 @cibc That is basic anti fraud then next week you cry they didn't stop it. Cibc is crypto friendly one of the few,"Canada, eh! Cashville"
1083052366365057029,2019-01-09 17:26:20,"RT @Weed_Investor: Big Banks see the potential, even if the profits will only be seen in future years, they will be Huge!!
#Cannabis #Weed…",
1083052069114789889,2019-01-09 17:25:10,https://t.co/khGxjaZKyX https://t.co/USEYjpSHGe,"Montréal, Québec"
1083051915527757825,2019-01-09 17:24:33,The head of Canadian Imperial Bank of Commerce (CIBC) said that the country’s mortgage industry will plateau in the… https://t.co/NPf1iWgUzj,Toronto
1083051448068435968,2019-01-09 17:22:41,"I'm at CIBC in Vancouver, BC https://t.co/yMFtKTVig8","22.301619,114.17592"
1083051384839249920,2019-01-09 17:22:26,"Représentant principal en services financiers: CIBC (Kingston ON): ""avons pour mission de bâtir une banque de l'ave… https://t.co/cF1cEOqJId",Canada
1083050641633759235,2019-01-09 17:19:29,"Guinness Asset Management LTD Cut Enbridge $ENB Stake by $320,000; Facebook $FB Holder Cibc Asset Management Has Tr… https://t.co/oVQPAUnjbA",
1083049469367726080,2019-01-09 17:14:50,Want to learn more about money? Drop by CIBC Hall to meet with the team to learn some helpful tips to navigating yo… https://t.co/CHVE8RQWn1,McMaster University
1083046153145311233,2019-01-09 17:01:39,"Jean Gauthier, Managing Director &amp; CIO, Global Fixed Income at CIBC Asset Management, discusses interest rates, mon… https://t.co/mvtMQ6IQyp","Penticton, British Columbia"
1083045017726447616,2019-01-09 16:57:08,I have an accounts with #BMO #CIBC and #tangerine The customer service is the worst at #bmo by a mile! Especially t… https://t.co/gyyJb7x9MT,Toronto
1083041764787785728,2019-01-09 16:44:13,"As Copart $CPRT Stock Value Declined, Cibc World Markets Has Increased by $635,766 Its Holding; As Intel $INTC Stoc… https://t.co/B6IpeaYG4l",
1083041394128764928,2019-01-09 16:42:44,Gran Tierra Energy $GTE Shareholder Cibc Asset Management Has Raised Position; State Treasurer State Of Michigan In… https://t.co/AKkNTshPRg,
1083038317799763975,2019-01-09 16:30:31,#MidweekMotivation Take a leap of faith and begin this wondrous new year by believing. ~ Sarah Ban Breathnach https://t.co/lACU3s3Ey2,The Caribbean
1083038238779027456,2019-01-09 16:30:12,The #tweets on this #Twitter handle are for entertainment purposes only and they are not investment advice $WEED… https://t.co/0NgZwKYLa7,Bay Street and Howe Street
1083037451336200192,2019-01-09 16:27:04,RT @TanyavanB: .@cibc Avery Shenfeld reinforces the degree to which the #economy is changing and leaning to #technology. The #futureofwork…,5 Offices Across Canada
1083035988014845953,2019-01-09 16:21:16,Maxar Technologies’ $MAXR Neutral Rating Reaffirmed at CIBC https://t.co/DhcfDkJmkF,United States
1083035983543758849,2019-01-09 16:21:14,Maxar Technologies’ $MAXR Neutral Rating Reaffirmed at CIBC  https://t.co/IUll73eEpq,United States
1083035948659732480,2019-01-09 16:21:06,"RT @msucampusevents: The Game of Life: IRL with the McMaster Student Success Centre team. Learn about budgeting, setting goals and transiti…",MUSC Room 201
1083035667100127233,2019-01-09 16:19:59,RT @nationalpost: Mortgage growth will be flat or in low-single digits for 'foreseeable future': CIBC CEO https://t.co/KJMeultju4 https://t…,London
1083035144884236288,2019-01-09 16:17:55,Maxar Technologies’ $MAXR Neutral Rating Reaffirmed at CIBC https://t.co/LLujAptKG0,"Florida, USA"
1083035101603065856,2019-01-09 16:17:44,RT @nationalpost: Mortgage growth will be flat or in low-single digits for 'foreseeable future': CIBC CEO https://t.co/KJMeultju4 https://t…,Vancouver-ish
1083035059182014464,2019-01-09 16:17:34,Mortgage growth will be flat or in low-single digits for ‘foreseeable future’: CIBC CEO: https://t.co/Z3WGsTiRls,"Calgary, Alberta"
1083034967138095104,2019-01-09 16:17:12,Maxar Technologies $MAXR Given Neutral Rating at CIBC https://t.co/lNJp1HAoVN #stocks,"Sioux Falls, SD"
1083034911798378496,2019-01-09 16:16:59,Mortgage growth will be flat or in low-single digits for 'foreseeable future': CIBC CEO https://t.co/KJMeultju4 https://t.co/Yo6ET68WPB,Canada
1083034508532871169,2019-01-09 16:15:23,Mortgage growth will be flat or in low-single digits for ‘foreseeable future’: CIBC CEO https://t.co/UFVrrkiOS1 https://t.co/swJ8qIk35n,Canada
1083034424588070918,2019-01-09 16:15:03,Mortgage growth will be flat or in low-single digits for ‘foreseeable future’: CIBC CEO https://t.co/itOXYcEkMD https://t.co/S5aWa18Rcg,Toronto
1083034387996905472,2019-01-09 16:14:54,Victor Dodig says the potential for mortgage growth to turn negative will hinge on whether the Canadian housing mar… https://t.co/L0D0dRh0z8,West Vancouver
1083034324125999104,2019-01-09 16:14:39,$WEED net house atm. CIBC &amp; ANON lead buyers! https://t.co/AaK9XnhKzx,"Vaughan, Ontario"
1083033198215528449,2019-01-09 16:10:10,"We’re expanding in Canada! Joining the best tech and financial industry leaders in Toronto, our digital video netwo… https://t.co/fsrv07ChhG","Lowell, MA"
1083030180497637376,2019-01-09 15:58:11,"""Toronto Can't Build Office Towers Fast Enough"" 

One of the new CIBC buildings set to open in 2020 and is already… https://t.co/p032X1CD6c","Toronto, Ontario"
1083029305032986624,2019-01-09 15:54:42,» Mortgage growth will be low or flat this year: CIBC CEO | CBC News https://t.co/YkFmlTgdhd,"Calgary, Alberta, Canada"
1083028342662672389,2019-01-09 15:50:53,"More from CIBC on the #BOC: ""As we expected, the rate message wasn't that they were done for good, but rather, that… https://t.co/kSQKDPwz3I",Toronto
1083027819146461190,2019-01-09 15:48:48,THE MELISIZWE Brothers made a huge bang on the international music scene after their rendition of the Jackson 5’s ‘… https://t.co/MMkxioVmQo,St. Vincent and the Grenadines
1083027742189408257,2019-01-09 15:48:30,"@kdmadan This is done to provide some flexibility for cardholders who may be getting close to their limit, reducing… https://t.co/x9jIiSaCoL",Canada
1083027530418929664,2019-01-09 15:47:39,"@kdmadan Karan, credit cards do not have overdraft protection. In an effort to ensure you are not inconvenienced, C… https://t.co/kAtmx5scKb",Canada
1083022211135397888,2019-01-09 15:26:31,@cibc See that's the thing I never signed up for the overdraft protection.,"Toronto, Ontario"
